age,income,debt_ratio,n_accounts,late_payments,employed,default
40,20665.0,0.433,0,1,1,1
62,22081.0,0.045,1,0,1,0
35,15553.0,0.416,4,1,1,1
54,33596.0,0.452,0,0,0,0
40,27203.0,0.139,3,1,0,0
41,49349.0,0.445,0,1,0,1
44,11992.0,0.192,8,1,0,1
44,53313.0,0.194,10,0,1,0
52,28622.0,0.309,7,0,1,0
48,27350.0,0.14,9,3,1,1
63,19830.0,0.284,4,0,0,0
50,19716.0,0.182,5,2,0,0
69,14055.0,0.543,1,0,1,0
67,46497.0,0.289,2,0,1,0
66,26656.0,0.444,5,2,0,1
34,42469.0,0.355,10,2,1,1
62,44873.0,0.255,3,1,0,0
58,23110.0,0.111,6,0,0,0
54,26340.0,0.033,2,2,0,1
21,24968.0,0.072,6,1,1,0
51,49586.0,0.598,4,1,0,1
30,31692.0,0.304,11,0,1,0
31,32289.0,0.148,8,0,0,0
67,42561.0,0.152,4,0,0,0
47,28582.0,0.093,6,0,0,0
33,82495.0,0.337,0,1,1,0
48,18668.0,0.339,0,0,0,1
46,55591.0,0.114,11,0,1,0
34,59942.0,0.107,9,2,0,0
65,16781.0,0.441,8,0,0,0
61,45729.0,0.279,10,1,1,0
53,34189.0,0.143,1,1,1,0
62,45927.0,0.123,11,0,1,0
44,16297.0,0.276,5,2,0,1
63,33573.0,0.089,5,0,1,0
55,18211.0,0.115,2,0,1,0
52,25187.0,0.09,1,1,0,0
68,60470.0,0.309,7,0,0,0
22,27793.0,0.093,10,0,0,0
67,9643.0,0.136,10,0,0,0
41,14773.0,0.331,9,0,0,0
29,16814.0,0.053,8,0,1,0
24,49408.0,0.364,3,0,0,0
27,20975.0,0.366,4,0,1,0
33,13649.0,0.32,9,1,0,1
35,51965.0,0.1,0,1,1,0
55,33700.0,0.105,1,0,1,0
28,35283.0,0.224,5,1,1,0
28,19941.0,0.062,2,1,0,0
58,60705.0,0.349,7,0,0,0
32,27962.0,0.508,5,2,0,1
61,11082.0,0.132,7,1,1,0
46,16832.0,0.368,1,1,0,1
27,19511.0,0.086,11,0,0,0
36,27432.0,0.496,3,0,0,0
24,43577.0,0.147,5,1,0,0
47,20671.0,0.137,11,0,0,0
36,22017.0,0.374,9,0,1,0
35,89513.0,0.116,9,0,1,0
54,30987.0,0.453,7,0,1,0
36,22825.0,0.403,0,0,0,1
58,30227.0,0.083,8,1,0,0
31,15898.0,0.023,7,2,0,1
43,38852.0,0.43,5,1,1,0
34,48249.0,0.574,11,0,0,1
52,22221.0,0.368,11,0,1,0
63,49055.0,0.28,8,0,1,0
65,25710.0,0.392,1,2,1,1
62,34341.0,0.554,0,1,0,1
64,20521.0,0.164,5,2,0,0
50,19922.0,0.24,7,0,0,0
26,14050.0,0.061,6,1,1,0
52,33184.0,0.422,0,0,1,0
55,25795.0,0.309,10,1,0,1
49,26193.0,0.498,10,0,1,0
59,16908.0,0.567,8,2,1,1
42,16581.0,0.121,10,2,0,0
65,21674.0,0.196,4,0,1,0
67,37600.0,0.435,6,0,0,1
41,34563.0,0.509,3,1,1,1
56,21137.0,0.544,8,1,1,0
28,34436.0,0.293,6,2,1,1
48,71599.0,0.169,6,0,1,0
44,31348.0,0.059,11,0,0,0
54,81708.0,0.254,3,2,1,0
39,36929.0,0.139,7,0,0,0
26,57850.0,0.237,4,0,1,0
40,22825.0,0.488,2,0,1,0
63,53469.0,0.458,8,0,1,0
60,16443.0,0.25,9,0,0,0
63,33575.0,0.313,0,2,0,0
52,25147.0,0.511,2,1,0,1
44,10956.0,0.342,6,0,1,0
54,15025.0,0.338,2,0,1,0
59,52348.0,0.181,1,0,0,0
52,37980.0,0.159,5,0,1,0
25,56794.0,0.642,10,0,1,0
27,32771.0,0.682,7,1,0,1
42,6961.0,0.274,6,1,0,1
23,33671.0,0.184,10,0,0,0
38,22347.0,0.273,11,1,0,0
40,23091.0,0.335,1,1,0,1
56,23720.0,0.219,4,0,1,0
62,20245.0,0.202,3,0,1,0
45,18376.0,0.388,1,0,1,1
52,55243.0,0.606,1,0,0,0
56,37112.0,0.369,1,0,1,0
59,21408.0,0.272,2,1,0,0
42,24031.0,0.139,2,0,0,0
51,48291.0,0.524,11,1,0,0
28,35898.0,0.275,3,1,0,0
59,32708.0,0.308,7,2,1,1
53,16067.0,0.361,10,0,1,0
69,23869.0,0.157,1,1,0,0
65,16810.0,0.275,10,0,0,0
55,11371.0,0.309,10,0,0,0
22,46356.0,0.332,2,2,1,1
63,25154.0,0.219,0,0,0,0
49,24114.0,0.479,1,3,1,1
68,18331.0,0.222,0,1,1,0
35,43254.0,0.369,9,0,0,0
57,84342.0,0.146,10,0,1,0
27,39682.0,0.115,9,1,1,0
60,47141.0,0.215,7,1,1,0
42,15889.0,0.321,6,0,0,0
24,32338.0,0.247,8,1,1,0
46,33033.0,0.38,0,0,1,0
22,62382.0,0.194,5,1,0,0
44,29751.0,0.42,2,1,1,1
66,18471.0,0.34,0,0,0,0
36,28642.0,0.295,2,3,1,1
32,23823.0,0.52,2,1,0,1
50,61000.0,0.075,2,2,0,0
35,41276.0,0.241,9,0,0,0
29,35104.0,0.287,8,0,1,0
27,32375.0,0.362,0,0,1,0
31,45126.0,0.245,8,1,0,0
52,23150.0,0.465,4,1,1,0
34,18692.0,0.163,6,0,1,0
22,11547.0,0.481,8,5,0,1
66,53531.0,0.023,3,0,1,0
60,38082.0,0.266,0,0,1,0
31,40758.0,0.225,9,2,0,1
35,30189.0,0.4,3,2,1,1
26,67848.0,0.303,1,1,0,0
57,18087.0,0.359,7,0,1,0
51,53927.0,0.449,9,0,0,0
65,19369.0,0.125,10,1,0,0
22,23550.0,0.274,7,1,1,1
54,16063.0,0.339,4,0,0,0
28,30870.0,0.089,10,0,0,0
41,25516.0,0.028,8,2,0,0
60,36588.0,0.397,4,0,0,1
51,21995.0,0.303,6,1,1,0
69,14687.0,0.261,6,1,1,0
62,39126.0,0.1,8,1,0,0
42,56067.0,0.511,6,0,0,0
55,42551.0,0.566,5,0,1,0
67,28652.0,0.616,6,1,0,1
33,36025.0,0.279,6,2,1,0
68,12585.0,0.189,10,0,1,0
21,24888.0,0.07,8,0,1,0
45,52548.0,0.145,3,0,0,0
64,37010.0,0.102,2,1,0,0
48,19183.0,0.192,7,1,0,0
51,45108.0,0.239,11,0,1,0
46,27511.0,0.193,1,0,0,0
24,42357.0,0.489,0,0,0,1
31,14537.0,0.327,0,0,0,0
47,22584.0,0.077,5,2,1,0
40,34575.0,0.257,10,1,1,0
49,34192.0,0.197,1,2,0,0
56,38759.0,0.392,11,0,0,0
35,29231.0,0.74,7,0,1,1
30,26616.0,0.37,1,0,0,0
64,37202.0,0.331,1,1,0,1
50,45274.0,0.323,6,1,1,0
32,13786.0,0.095,8,0,0,0
48,25032.0,0.181,3,1,1,0
28,26552.0,0.367,0,1,1,0
56,31811.0,0.161,11,0,0,0
36,48745.0,0.161,1,3,1,0
69,15142.0,0.782,11,0,1,0
37,38364.0,0.541,1,0,1,1
62,12385.0,0.067,2,1,1,0
64,20179.0,0.085,7,2,1,0
28,22659.0,0.326,0,3,1,1
53,25691.0,0.457,4,1,0,1
37,21664.0,0.012,6,0,1,0
26,22753.0,0.422,0,0,1,0
46,24802.0,0.459,5,1,1,0
40,25694.0,0.386,5,0,1,1
40,11723.0,0.47,7,0,1,0
26,14622.0,0.387,6,1,1,1
38,23648.0,0.273,6,1,0,0
55,38263.0,0.179,6,1,1,0
